,entity,tag,Sentence #,POS
9510,time,0,0,NN
9511,period,0,0,NN
9512,NULL.,0,0,NNP
9513,Consider,0,0,VB
9514,that,0,0,IN
9515,leases,0,0,NNS
9516,need,0,0,NN
9517,to,0,0,TO
9518,be,0,0,VB
9519,renewed,0,0,VBN
9520,before,0,0,IN
9521,the,0,0,DT
9522,lease,0,0,NN
9523,time,0,0,NN
9524,expires,0,0,NNS
9525,via,0,0,IN
9526,an,0,0,DT
9527,operation,0,0,NN
9528,from,0,0,IN
9529,the,0,0,DT
9530,client,0,0,NN
9531,NULL.,0,0,NNP
9532,If,0,0,IN
9533,the,0,0,DT
9534,client,0,0,NN
9535,cannot,0,0,MD
9536,issue,0,0,NN
9537,a,0,0,DT
9538,SETCLIENTID_CONFIRM,0,0,NN
9539,after,0,0,IN
9540,a,0,0,DT
9541,SETCLIENTID,0,0,NN
9542,before,0,0,IN
9543,a,0,0,DT
9544,period,0,0,NN
9545,of,0,0,IN
9546,time,0,0,NN
9547,equal,0,0,JJ
9548,to,0,0,TO
9549,a,0,0,DT
9550,lease,0,0,NN
9551,expiration,0,0,NN
9552,time,0,0,NN
9553,then,0,0,RB
9554,the,0,0,DT
9555,client,0,0,NN
9556,is,0,0,VBZ
9557,unlikely,0,0,JJ
9558,to,0,0,TO
9559,be,0,0,VB
9560,able,0,0,JJ
9561,to,0,0,TO
9562,maintain,0,0,NN
9563,state,0,0,NN
9564,on,0,0,IN
9565,the,0,0,DT
9566,server,0,0,NN
9567,during,0,0,IN
9568,steady-state,0,0,NN
9569,operation,0,0,NN
9570,If,0,0,IN
9571,the,0,0,DT
9572,client,0,0,NN
9573,does,0,0,VBZ
9574,send,0,0,NN
9575,a,0,0,DT
9576,SETCLIENTID_CONFIRM,0,0,NN
9577,for,0,0,IN
9578,an,0,0,DT
9579,unconfirmed,0,0,JJ
9580,record,0,0,NN
9581,that,0,0,IN
9582,the,0,0,DT
9583,server,0,0,NN
9584,has,0,0,VBZ
9585,already,0,0,RB
9586,deleted,0,0,VBN
9587,the,0,0,DT
9588,client,0,0,NN
9589,will,0,0,MD
9590,get,0,0,VB
9591,NFS4ERR_STALE_CLIENTID,0,0,NN
9592,back,0,0,RB
9593,NULL.,0,0,NNP
9594,If,0,0,IN
9595,so,0,0,RB
9596,the,0,0,DT
9597,client,0,0,NN
9598,should,0,0,MD
9599,then,0,0,RB
9600,start,0,0,NN
9601,over,0,0,IN
9602,and,0,0,CC
9603,send,0,0,NN
9604,SETCLIENTID,0,0,NN
9605,to,0,0,TO
9606,re-establish,0,0,JJ
9607,an,0,0,DT
9608,unconfirmed,0,0,JJ
9609,client,0,0,NN
9610,record,0,0,NN
9611,and,0,0,CC
9612,get,0,0,VB
9613,back,0,0,RB
9614,an,0,0,DT
9615,unconfirmed,0,0,JJ
9616,client,0,0,NN
9617,ID,0,0,NN
9618,and,0,0,CC
9619,setclientid_confirm,0,0,NN
9620,verifier,0,0,NN
9621,NULL.,0,0,NNP
9622,The,0,0,DT
9623,client,0,0,NN
9624,should,0,0,MD
9625,then,0,0,RB
9626,send,0,0,NN
9627,the,0,0,DT
9628,SETCLIENTID_CONFIRM,0,0,NN
9629,to,0,0,TO
9630,confirm,0,0,NN
9631,the,0,0,DT
9632,client,0,0,NN
9633,ID,0,0,NN
9634,SETCLIENTID_CONFIRM,0,0,NN
9635,does,0,0,VBZ
9636,not,0,0,RB
9637,establish,0,0,VB
9638,or,0,0,CC
9639,renew,0,0,NN
9640,a,0,0,DT
9641,lease,0,0,NN
9642,NULL.,0,0,NNP
9643,However,0,0,RB
9644,if,0,0,IN
9645,SETCLIENTID_CONFIRM,0,0,NN
9646,removes,0,0,NNS
9647,relevant,0,0,NN
9648,leased,0,0,VBN
9649,client,0,0,NN
9650,state,0,0,NN
9651,and,0,0,CC
9652,that,0,0,IN
9653,state,0,0,NN
9654,does,0,0,VBZ
9655,not,0,0,RB
9656,include,0,0,NN
9657,existing,0,0,VBG
9658,delegations,0,0,NNS
9659,the,0,0,DT
9660,server,0,0,NN
9661,MUST,0,0,NN
9662,allow,0,0,VB
9663,the,0,0,DT
9664,client,0,0,NN
9665,a,0,0,DT
9666,period,0,0,NN
9667,of,0,0,IN
9668,time,0,0,NN
9669,no,0,0,DT
9670,less,0,0,RBR
9671,than,0,0,IN
9672,the,0,0,DT
9673,value,0,0,NN
9674,of,0,0,IN
9675,the,0,0,DT
9676,lease_time,0,0,NN
9677,attribute,0,0,NN
9678,to,0,0,TO
9679,reclaim,0,0,NN
9680,via,0,0,IN
9681,the,0,0,DT
9682,CLAIM_DELEGATE_PREV,0,0,NN
9683,claim,0,0,NN
9684,type,0,0,NN
9685,of,0,0,IN
9686,the,0,0,DT
9687,OPEN,0,0,JJ
9688,operation,0,0,NN
9689,its,0,0,PRP$
9690,delegations,0,0,NNS
9691,before,0,0,IN
9692,removing,0,0,VBG
9693,unreclaimed,0,0,JJ
9694,delegations,0,0,NNS
9695,16.12.4.,0,0,CD
9696,The,0,0,DT
9697,LOCKU,0,0,NN
9698,operation,0,0,NN
9699,unlocks,0,0,NNS
9700,the,0,0,DT
9701,byte-range,0,0,NN
9702,lock,0,0,NN
9703,specified,0,0,VBN
9704,by,0,0,IN
9705,the,0,0,DT
9706,parameters,0,0,NNS
9707,NULL.,0,0,NNP
9708,The,0,0,DT
9709,client,0,0,NN
9710,may,0,0,MD
9711,set,0,0,NN
9712,the,0,0,DT
9713,locktype,0,0,NN
9714,field,0,0,NN
9715,to,0,0,TO
9716,any,0,0,DT
9717,value,0,0,NN
9718,that,0,0,IN
9719,is,0,0,VBZ
9720,legal,0,0,JJ
9721,for,0,0,IN
9722,the,0,0,DT
9723,nfs_lock_type4,0,0,NN
9724,enumerated,0,0,VBN
9725,type,0,0,NN
9726,and,0,0,CC
9727,the,0,0,DT
9728,server,0,0,NN
9729,MUST,0,0,NN
9730,accept,0,0,NN
9731,any,0,0,DT
9732,legal,0,0,JJ
9733,value,0,0,NN
9734,for,0,0,IN
9735,locktype,0,0,NN
9736,NULL.,0,0,NNP
9737,Any,0,0,DT
9738,legal,0,0,JJ
9739,value,0,0,NN
9740,for,0,0,IN
9741,locktype,0,0,NN
9742,has,0,0,VBZ
9743,no,0,0,DT
9744,effect,0,0,NN
9745,on,0,0,IN
9746,the,0,0,DT
9747,success,0,0,NN
9748,or,0,0,CC
9749,failure,0,0,NN
9750,of,0,0,IN
9751,the,0,0,DT
9752,LOCKU,0,0,NN
9753,operation,0,0,NN
9754,The,0,0,DT
9755,ranges,0,0,NNS
9756,are,0,0,VBP
9757,specified,0,0,VBN
9758,as,0,0,IN
9759,for,0,0,IN
9760,LOCK,0,0,NN
9761,NULL.,0,0,NNP
9762,The,0,0,DT
9763,NFS4ERR_INVAL,Value,0,NN
9764,and,0,0,CC
9765,NFS4ERR_BAD_RANGE,Value,0,NN
9766,errors,0,0,NNS
9767,are,0,0,VBP
9768,returned,0,0,VBN
9769,under,0,0,IN
9770,the,0,0,DT
9771,same,0,0,JJ
9772,circumstances,0,0,NNS
9773,as,0,0,IN
9774,for,0,0,IN
9775,LOCK,0,0,NN
9776,NULL,Variable,0,NN
9777,On,0,0,IN
9778,success,Value,0,NN
9779,the,0,0,DT
9780,current,Variable,0,JJ
9781,filehandle,Variable,0,NN
9782,retains,0,0,NNS
9783,its,0,0,PRP$
9784,value,Variable,0,NN
9785,NULL,Variable,0,NN
9786,16.12.5.,0,0,CD
9787,If,0,0,IN
9788,the,0,0,DT
9789,area,0,0,NN
9790,to,0,0,TO
9791,be,0,0,VB
9792,unlocked,0,0,JJ
9793,does,0,0,VBZ
9794,not,0,0,RB
9795,correspond,0,0,NN
9796,exactly,0,0,RB
9797,to,0,0,TO
9798,a,0,0,DT
9799,lock,0,0,NN
9800,actually,0,0,RB
9801,held,0,0,NN
9802,by,0,0,IN
9803,the,0,0,DT
9804,lock-owner,0,0,NN
9805,the,0,0,DT
9806,server,0,0,NN
9807,may,0,0,MD
9808,return,0,0,NN
9809,the,0,0,DT
9810,error,0,0,NN
9811,NFS4ERR_LOCK_RANGE,Value,0,NN
9812,NULL,Variable,0,NN
9813,This,0,0,DT
9814,includes,0,0,VBZ
9815,the,0,0,DT
9816,cases,0,0,NNS
9817,where,0,0,WRB
9818,1,0,0,CD
9819,the,0,0,DT
9820,area,0,0,NN
9821,is,0,0,VBZ
9822,not,0,0,RB
9823,locked,0,0,VBN
9824,2,0,0,CD
9825,the,0,0,DT
9826,area,0,0,NN
9827,is,0,0,VBZ
9828,a,0,0,DT
9829,sub-range,0,0,NN
9830,of,0,0,IN
9831,the,0,0,DT
9832,area,0,0,NN
9833,locked,0,0,VBN
9834,3,0,0,CD
9835,it,0,0,PRP
9836,overlaps,0,0,NNS
9837,the,0,0,DT
9838,area,0,0,NN
9839,locked,0,0,VBN
9840,without,0,0,IN
9841,matching,0,0,VBG
9842,exactly,0,0,RB
9843,or,0,0,CC
9844,4,0,0,CD
9845,the,0,0,DT
9846,area,0,0,NN
9847,specified,0,0,VBN
9848,includes,0,0,VBZ
9849,multiple,0,0,NN
9850,locks,0,0,NNS
9851,held,0,0,NN
9852,by,0,0,IN
9853,the,0,0,DT
9854,lock-owner,0,0,NN
9855,NULL.,0,0,NNP
9856,In,0,0,IN
9857,all,0,0,DT
9858,of,0,0,IN
9859,these,0,0,DT
9860,cases,0,0,NNS
9861,allowed,0,0,VBN
9862,by,0,0,IN
9863,POSIX,0,0,NN
9864,locking,0,0,VBG
9865,[fcntl],0,0,JJ
9866,semantics,0,0,NNS
9867,a,0,0,DT
9868,client,0,0,NN
9869,receiving,0,0,VBG
9870,this,0,0,DT
9871,error,0,0,NN
9872,should,0,0,MD
9873,if,0,0,IN
9874,it,0,0,PRP
9875,desires,0,0,NNS
9876,support,0,0,NN
9877,for,0,0,IN
9878,such,0,0,JJ
9879,operations,0,0,NNS
9880,simulate,0,0,NN
9881,the,0,0,DT
9882,operation,0,0,NN
9883,using,0,0,VBG
9884,LOCKU,0,0,NN
9885,on,0,0,IN
9886,ranges,0,0,NNS
9887,corresponding,0,0,VBG
9888,to,0,0,TO
9889,locks,0,0,NNS
9890,it,0,0,PRP
9891,actually,0,0,RB
9892,holds,0,0,VBZ
9893,possibly,0,0,RB
9894,followed,0,0,VBD
9895,by,0,0,IN
9896,LOCK,0,0,NN
9897,requests,0,0,NNS
9898,for,0,0,IN
9899,the,0,0,DT
9900,sub-ranges,0,0,NNS
9901,not,0,0,RB
9902,being,0,0,VBG
9903,unlocked,0,0,JJ
9904,When,0,0,WRB
9905,a,0,0,DT
9906,client,Variable,0,NN
9907,holds,0,0,VBZ
9908,an,0,0,DT
9909,OPEN_DELEGATE_WRITE,Value,0,NN
9910,delegation,0,0,NN
9911,it,0,0,PRP
9912,may,0,0,MD
9913,choose,0,0,NN
9914,see,0,0,VB
9915,Section,0,0,NN
9916,16.10.5,0,0,CD
9917,to,0,0,TO
9918,handle,0,0,NN
9919,LOCK,0,0,NN
9920,requests,0,0,NNS
9921,locally,0,0,RB
9922,NULL.,0,0,NNP
9923,In,0,0,IN
9924,such,0,0,JJ
9925,a,0,0,DT
9926,case,0,0,NN
9927,LOCKU,0,0,NN
9928,requests,0,0,NNS
9929,will,0,0,MD
9930,similarly,0,0,RB
9931,be,0,0,VB
9932,handled,0,0,VBN
9933,locally,0,0,RB
9934,16.31.4.,0,0,CD
9935,The,0,0,DT
9936,SECINFO,0,0,NN
9937,operation,0,0,NN
9938,is,0,0,VBZ
9939,used,0,0,VBN
9940,by,0,0,IN
9941,the,0,0,DT
9942,client,0,0,NN
9943,to,0,0,TO
9944,obtain,0,0,VB
9945,a,0,0,DT
9946,list,0,0,NN
9947,of,0,0,IN
9948,valid,0,0,JJ
9949,RPC,0,0,NN
9950,authentication,0,0,NN
9951,flavors,0,0,NNS
9952,for,0,0,IN
9953,a,0,0,DT
9954,specific,0,0,JJ
9955,directory,0,0,NN
9956,filehandle,0,0,NN
9957,filename,0,0,NN
9958,pair,0,0,NN
9959,NULL.,0,0,NNP
9960,SECINFO,0,0,NN
9961,should,0,0,MD
9962,apply,0,0,VB
9963,the,0,0,DT
9964,same,0,0,JJ
9965,access,0,0,NN
9966,methodology,0,0,NN
9967,used,0,0,VBN
9968,for,0,0,IN
9969,LOOKUP,0,0,NN
9970,when,0,0,WRB
9971,evaluating,0,0,VBG
9972,the,0,0,DT
9973,name,0,0,NN
9974,NULL.,0,0,NNP
9975,Therefore,0,0,RB
9976,if,0,0,IN
9977,the,0,0,DT
9978,requester,0,0,NN
9979,does,0,0,VBZ
9980,not,0,0,RB
9981,have,0,0,VB
9982,the,0,0,DT
9983,appropriate,0,0,NN
9984,access,0,0,NN
9985,to,0,0,TO
9986,perform,0,0,NN
9987,a,0,0,DT
9988,LOOKUP,0,0,NN
9989,for,0,0,IN
9990,the,0,0,DT
9991,name,0,0,NN
9992,then,0,0,RB
9993,SECINFO,0,0,NN
9994,must,0,0,MD
9995,behave,0,0,NN
9996,the,0,0,DT
9997,same,0,0,JJ
9998,way,0,0,NN
9999,and,0,0,CC
10000,return,0,0,NN
10001,NFS4ERR_ACCESS,Value,0,NN
10002,NULL,Variable,0,NN
10003,The,0,0,DT
10004,result,0,0,NN
10005,will,0,0,MD
10006,contain,0,0,NN
10007,an,0,0,DT
10008,array,0,0,NN
10009,that,0,0,IN
10010,represents,0,0,VBZ
10011,the,0,0,DT
10012,security,0,0,NN
10013,mechanisms,0,0,NNS
10014,available,0,0,JJ
10015,with,0,0,IN
10016,an,0,0,DT
10017,order,0,0,NN
10018,corresponding,0,0,VBG
10019,to,0,0,TO
10020,the,0,0,DT
10021,server's,0,0,NN
10022,preferences,0,0,NNS
10023,the,0,0,DT
10024,most,0,0,JJS
10025,preferred,0,0,VBN
10026,being,0,0,VBG
10027,first,0,0,RB
10028,in,0,0,IN
10029,the,0,0,DT
10030,array,0,0,NN
10031,NULL.,0,0,NNP
10032,The,0,0,DT
10033,client,0,0,NN
10034,is,0,0,VBZ
10035,free,0,0,JJ
10036,to,0,0,TO
10037,pick,0,0,NN
10038,whatever,0,0,WDT
10039,security,0,0,NN
10040,mechanism,0,0,NN
10041,it,0,0,PRP
10042,both,0,0,DT
10043,desires,0,0,NNS
10044,and,0,0,CC
10045,supports,0,0,NNS
10046,or,0,0,CC
10047,to,0,0,TO
10048,pick,0,0,NN
10049,--,0,0,:
10050,in,0,0,IN
10051,the,0,0,DT
10052,server's,0,0,NN
10053,preference,0,0,NN
10054,order,0,0,NN
10055,--,0,0,:
10056,the,0,0,DT
10057,first,0,0,RB
10058,one,0,0,CD
10059,it,0,0,PRP
10060,supports,0,0,NNS
10061,NULL.,0,0,NNP
10062,The,0,0,DT
10063,array,0,0,NN
10064,entries,0,0,NNS
10065,are,0,0,VBP
10066,represented,0,0,VBN
10067,by,0,0,IN
10068,the,0,0,DT
10069,secinfo4,0,0,NN
10070,structure,0,0,NN
10071,NULL.,0,0,NNP
10072,The,0,0,DT
10073,field,0,0,NN
10074,'flavor',0,0,NN
10075,will,0,0,MD
10076,contain,0,0,NN
10077,a,0,0,DT
10078,value,0,0,NN
10079,of,0,0,IN
10080,AUTH_NONE,0,0,NN
10081,AUTH_SYS,0,0,NN
10082,as,0,0,IN
10083,defined,0,0,VBN
10084,in,0,0,IN
10085,[RFC5531],0,0,JJ
10086,or,0,0,CC
10087,RPCSEC_GSS,0,0,NN
10088,as,0,0,IN
10089,defined,0,0,VBN
10090,in,0,0,IN
10091,[RFC2203],0,0,JJ
10092,For,0,0,IN
10093,the,0,0,DT
10094,flavors,0,0,NNS
10095,AUTH_NONE,0,0,NN
10096,and,0,0,CC
10097,AUTH_SYS,0,0,NN
10098,no,0,0,DT
10099,additional,0,0,JJ
10100,security,0,0,NN
10101,information,0,0,NN
10102,is,0,0,VBZ
10103,returned,0,0,VBN
10104,NULL.,0,0,NNP
10105,For,0,0,IN
10106,a,0,0,DT
10107,return,0,0,NN
10108,value,0,0,NN
10109,of,0,0,IN
10110,RPCSEC_GSS,0,0,NN
10111,a,0,0,DT
10112,security,0,0,NN
10113,triple,0,0,NN
10114,is,0,0,VBZ
10115,returned,0,0,VBN
10116,that,0,0,IN
10117,contains,0,0,NNS
10118,the,0,0,DT
10119,mechanism,0,0,NN
10120,object,0,0,NN
10121,id,0,0,NN
10122,as,0,0,IN
10123,defined,0,0,VBN
10124,in,0,0,IN
10125,[RFC2743],0,0,JJ
10126,the,0,0,DT
10127,quality,0,0,NN
10128,of,0,0,IN
10129,protection,0,0,NN
10130,as,0,0,IN
10131,defined,0,0,VBN
10132,in,0,0,IN
10133,[RFC2743],0,0,JJ
10134,and,0,0,CC
10135,the,0,0,DT
10136,service,0,0,NN
10137,type,0,0,NN
10138,as,0,0,IN
10139,defined,0,0,VBN
10140,in,0,0,IN
10141,[RFC2203],0,0,JJ
10142,NULL.,0,0,NNP
10143,It,0,0,PRP
10144,is,0,0,VBZ
10145,possible,0,0,JJ
10146,for,0,0,IN
10147,SECINFO,0,0,NN
10148,to,0,0,TO
10149,return,0,0,NN
10150,multiple,0,0,NN
10151,entries,0,0,NNS
10152,with,0,0,IN
10153,flavor,0,0,NN
10154,equal,0,0,JJ
10155,to,0,0,TO
10156,RPCSEC_GSS,0,0,NN
10157,with,0,0,IN
10158,different,0,0,JJ
10159,security,0,0,NN
10160,triple,0,0,NN
10161,values,0,0,NNS
10162,On,0,0,IN
10163,success,Value,0,NN
10164,the,0,0,DT
10165,current,Variable,0,JJ
10166,filehandle,Variable,0,NN
10167,retains,0,0,NNS
10168,its,0,0,PRP$
10169,value,Variable,0,NN
10170,NULL,Variable,0,NN
10171,If,0,0,IN
10172,the,0,0,DT
10173,name,0,0,NN
10174,has,0,0,VBZ
10175,a,0,0,DT
10176,length,0,0,NN
10177,of,0,0,IN
10178,0,0,0,CD
10179,zero,0,0,NN
10180,or,0,0,CC
10181,if,0,0,IN
10182,the,0,0,DT
10183,name,0,0,NN
10184,does,0,0,VBZ
10185,not,0,0,RB
10186,obey,0,0,NN
10187,the,0,0,DT
10188,UTF-8,0,0,JJ
10189,definition,0,0,NN
10190,the,0,0,DT
10191,error,0,0,NN
10192,NFS4ERR_INVAL,0,0,NN
10193,will,0,0,MD
10194,be,0,0,VB
10195,returned,0,0,VBN
10196,16.31.5.,0,0,CD
10197,The,0,0,DT
10198,SECINFO,0,0,NN
10199,operation,0,0,NN
10200,is,0,0,VBZ
10201,expected,0,0,VBN
10202,to,0,0,TO
10203,be,0,0,VB
10204,used,0,0,VBN
10205,by,0,0,IN
10206,the,0,0,DT
10207,NFS,0,0,NN
10208,client,0,0,NN
10209,when,0,0,WRB
10210,the,0,0,DT
10211,error,0,0,NN
10212,value,0,0,NN
10213,of,0,0,IN
10214,NFS4ERR_WRONGSEC,0,0,NN
10215,is,0,0,VBZ
10216,returned,0,0,VBN
10217,from,0,0,IN
10218,another,0,0,DT
10219,NFS,0,0,NN
10220,operation,0,0,NN
10221,NULL.,0,0,NNP
10222,This,0,0,DT
10223,signifies,0,0,NNS
10224,to,0,0,TO
10225,the,0,0,DT
10226,client,0,0,NN
10227,that,0,0,IN
10228,the,0,0,DT
10229,server's,0,0,NN
10230,security,0,0,NN
10231,policy,0,0,NN
10232,is,0,0,VBZ
10233,different,0,0,JJ
10234,from,0,0,IN
10235,what,0,0,WP
10236,the,0,0,DT
10237,client,0,0,NN
10238,is,0,0,VBZ
10239,currently,0,0,RB
10240,using,0,0,VBG
10241,NULL.,0,0,NNP
10242,At,0,0,IN
10243,this,0,0,DT
10244,point,0,0,NN
10245,the,0,0,DT
10246,client,0,0,NN
10247,is,0,0,VBZ
10248,expected,0,0,VBN
10249,to,0,0,TO
10250,obtain,0,0,VB
10251,a,0,0,DT
10252,list,0,0,NN
10253,of,0,0,IN
10254,possible,0,0,JJ
10255,security,0,0,NN
10256,flavors,0,0,NNS
10257,and,0,0,CC
10258,choose,0,0,NN
10259,what,0,0,WP
10260,best,0,0,JJS
10261,suits,0,0,NNS
10262,its,0,0,PRP$
10263,policies,0,0,NNS
10264,As,0,0,IN
10265,mentioned,0,0,VBN
10266,the,0,0,DT
10267,server's,0,0,NN
10268,security,0,0,NN
10269,policies,0,0,NNS
10270,will,0,0,MD
10271,determine,0,0,NN
10272,when,0,0,WRB
10273,a,0,0,DT
10274,client,0,0,NN
10275,request,0,0,NN
10276,receives,0,0,NNS
10277,NFS4ERR_WRONGSEC,0,0,NN
10278,NULL.,0,0,NNP
10279,The,0,0,DT
10280,operations,0,0,NNS
10281,that,0,0,IN
10282,may,0,0,MD
10283,receive,0,0,NN
10284,this,0,0,DT
10285,error,0,0,NN
10286,are,0,0,VBP
10287,LINK,0,0,NN
10288,LOOKUP,0,0,NN
10289,LOOKUPP,0,0,NN
10290,OPEN,0,0,JJ
10291,PUTFH,0,0,NN
10292,PUTPUBFH,0,0,NN
10293,PUTROOTFH,0,0,NN
10294,RENAME,0,0,NN
10295,RESTOREFH,0,0,NN
10296,and,0,0,CC
10297,indirectly,0,0,RB
10298,READDIR,0,0,NN
10299,NULL.,0,0,NNP
10300,LINK,0,0,NN
10301,and,0,0,CC
10302,RENAME,0,0,NN
10303,will,0,0,MD
10304,only,0,0,RB
10305,receive,0,0,NN
10306,this,0,0,DT
10307,error,0,0,NN
10308,if,0,0,IN
10309,the,0,0,DT
10310,security,0,0,NN
10311,used,0,0,VBN
10312,for,0,0,IN
10313,the,0,0,DT
10314,operation,0,0,NN
10315,is,0,0,VBZ
10316,inappropriate,0,0,NN
10317,for,0,0,IN
10318,the,0,0,DT
10319,saved,0,0,VBN
10320,filehandle,0,0,NN
10321,NULL.,0,0,NNP
10322,With,0,0,IN
10323,the,0,0,DT
10324,exception,0,0,NN
10325,of,0,0,IN
10326,READDIR,0,0,NN
10327,these,0,0,DT
10328,operations,0,0,NNS
10329,represent,0,0,NN
10330,the,0,0,DT
10331,point,0,0,NN
10332,at,0,0,IN
10333,which,0,0,WDT
10334,the,0,0,DT
10335,client,0,0,NN
10336,can,0,0,MD
10337,instantiate,0,0,NN
10338,a,0,0,DT
10339,filehandle,0,0,NN
10340,into,0,0,IN
10341,the,0,0,DT
10342,current,0,0,JJ
10343,filehandle,0,0,NN
10344,at,0,0,IN
10345,the,0,0,DT
10346,server,0,0,NN
10347,NULL.,0,0,NNP
10348,The,0,0,DT
10349,filehandle,0,0,NN
10350,is,0,0,VBZ
10351,either,0,0,DT
10352,provided,0,0,VBN
10353,by,0,0,IN
10354,the,0,0,DT
10355,client,0,0,NN
10356,PUTFH,0,0,NN
10357,PUTPUBFH,0,0,NN
10358,PUTROOTFH,0,0,NN
10359,or,0,0,CC
10360,generated,0,0,VBN
10361,as,0,0,IN
10362,a,0,0,DT
10363,result,0,0,NN
10364,of,0,0,IN
10365,a,0,0,DT
10366,name-to-filehandle,0,0,JJ
10367,translation,0,0,NN
10368,LOOKUP,0,0,NN
10369,and,0,0,CC
10370,OPEN,0,0,JJ
10371,NULL.,0,0,NNP
10372,RESTOREFH,0,0,NN
10373,is,0,0,VBZ
10374,different,0,0,JJ
10375,because,0,0,IN
10376,the,0,0,DT
10377,filehandle,0,0,NN
10378,is,0,0,VBZ
10379,a,0,0,DT
10380,result,0,0,NN
10381,of,0,0,IN
10382,a,0,0,DT
10383,previous,0,0,JJ
10384,SAVEFH,0,0,NN
10385,NULL.,0,0,NNP
10386,Even,0,0,RB
10387,though,0,0,IN
10388,the,0,0,DT
10389,filehandle,0,0,NN
10390,for,0,0,IN
10391,RESTOREFH,0,0,NN
10392,might,0,0,MD
10393,have,0,0,VB
10394,previously,0,0,RB
10395,passed,0,0,VBN
10396,the,0,0,DT
10397,server's,0,0,NN
10398,inspection,0,0,NN
10399,for,0,0,IN
10400,a,0,0,DT
10401,security,0,0,NN
10402,match,0,0,NN
10403,the,0,0,DT
10404,server,0,0,NN
10405,will,0,0,MD
10406,check,0,0,NN
10407,it,0,0,PRP
10408,again,0,0,RB
10409,on,0,0,IN
10410,RESTOREFH,0,0,NN
10411,to,0,0,TO
10412,ensure,0,0,VB
10413,that,0,0,IN
10414,the,0,0,DT
10415,security,0,0,NN
10416,policy,0,0,NN
10417,has,0,0,VBZ
10418,not,0,0,RB
10419,changed,0,0,VBN
10420,If,0,0,IN
10421,the,0,0,DT
10422,client,0,0,NN
10423,wants,0,0,VBZ
10424,to,0,0,TO
10425,resolve,0,0,NN
10426,an,0,0,DT
10427,error,0,0,NN
10428,return,0,0,NN
10429,of,0,0,IN
10430,NFS4ERR_WRONGSEC,0,0,NN
10431,the,0,0,DT
10432,following,0,0,VBG
10433,will,0,0,MD
10434,o,0,0,NN
10435,For,0,0,IN
10436,LOOKUP,0,0,NN
10437,and,0,0,CC
10438,OPEN,0,0,JJ
10439,the,0,0,DT
10440,client,0,0,NN
10441,will,0,0,MD
10442,use,0,0,NN
10443,SECINFO,0,0,NN
10444,with,0,0,IN
10445,the,0,0,DT
10446,same,0,0,JJ
10447,current,0,0,JJ
10448,filehandle,0,0,NN
10449,and,0,0,CC
10450,name,0,0,NN
10451,as,0,0,IN
10452,provided,0,0,VBN
10453,in,0,0,IN
10454,the,0,0,DT
10455,original,0,0,JJ
10456,LOOKUP,0,0,NN
10457,or,0,0,CC
10458,OPEN,0,0,JJ
10459,to,0,0,TO
10460,enumerate,0,0,NN
10461,the,0,0,DT
10462,available,0,0,JJ
10463,security,0,0,NN
10464,triples,0,0,NNS
10465,o,0,0,NN
10466,For,0,0,IN
10467,LINK,0,0,NN
10468,PUTFH,0,0,NN
10469,RENAME,0,0,NN
10470,and,0,0,CC
10471,RESTOREFH,0,0,NN
10472,the,0,0,DT
10473,client,0,0,NN
10474,will,0,0,MD
10475,use,0,0,NN
10476,SECINFO,0,0,NN
10477,and,0,0,CC
10478,provide,0,0,NN
10479,the,0,0,DT
10480,parent,0,0,NN
10481,directory,0,0,NN
10482,filehandle,0,0,NN
10483,and,0,0,CC
10484,the,0,0,DT
10485,object,0,0,NN
10486,name,0,0,NN
10487,that,0,0,IN
10488,corresponds,0,0,NNS
10489,to,0,0,TO
10490,the,0,0,DT
10491,filehandle,0,0,NN
10492,originally,0,0,RB
10493,provided,0,0,VBN
10494,by,0,0,IN
10495,the,0,0,DT
10496,PUTFH,0,0,NN
10497,or,0,0,CC
10498,RESTOREFH,0,0,NN
10499,or,0,0,CC
10500,for,0,0,IN
10501,LINK,0,0,NN
10502,and,0,0,CC
10503,RENAME,0,0,NN
10504,the,0,0,DT
10505,SAVEFH,0,0,NN
10506,o,0,0,NN
10507,For,0,0,IN
10508,LOOKUPP,0,0,NN
10509,PUTROOTFH,0,0,NN
10510,and,0,0,CC
10511,PUTPUBFH,0,0,NN
10512,the,0,0,DT
10513,client,0,0,NN
10514,will,0,0,MD
10515,be,0,0,VB
10516,unable,0,0,JJ
10517,to,0,0,TO
10518,use,0,0,NN
10519,the,0,0,DT
10520,SECINFO,0,0,NN
10521,operation,0,0,NN
10522,since,0,0,IN
10523,SECINFO,0,0,NN
10524,requires,0,0,VBZ
10525,a,0,0,DT
10526,current,0,0,JJ
10527,filehandle,0,0,NN
10528,and,0,0,CC
10529,none,0,0,NN
10530,exist,0,0,NN
10531,for,0,0,IN
10532,these,0,0,DT
10533,three,0,0,CD
10534,operations,0,0,NNS
10535,NULL.,0,0,NNP
10536,Therefore,0,0,RB
10537,the,0,0,DT
10538,client,0,0,NN
10539,must,0,0,MD
10540,iterate,0,0,NN
10541,through,0,0,IN
10542,the,0,0,DT
10543,security,0,0,NN
10544,triples,0,0,NNS
10545,available,0,0,JJ
10546,at,0,0,IN
10547,the,0,0,DT
10548,client,0,0,NN
10549,and,0,0,CC
10550,re-attempt,0,0,NN
10551,the,0,0,DT
10552,PUTROOTFH,0,0,NN
