,entity,tag
9699,One,0
9700,strategy,0
9701,the,0
9702,server,0
9703,might,0
9704,use,0
9705,is,0
9706,to,0
9707,set,0
9708,a,0
9709,limit,0
9710,on,0
9711,how,0
9712,many,0
9713,unconfirmed,0
9714,client,0
9715,records,0
9716,it,0
9717,will,0
9718,maintain,0
9719,and,0
9720,"then,",0
9721,when,0
9722,the,0
9723,limit,0
9724,would,0
9725,be,0
9726,"exceeded,",0
9727,remove,0
9728,the,0
9729,oldest,0
9730,record,0
9731,<NULL>.,0
9733,Another,0
9734,strategy,0
9735,might,0
9736,be,0
9737,to,0
9738,remove,0
9739,an,0
9740,unconfirmed,0
9741,record,0
9742,when,0
9743,some,0
9744,amount,0
9745,of,0
9746,time,0
9747,has,0
9748,elapsed,0
9749,<NULL>.,0
9751,The,0
9752,choice,0
9753,of,0
9754,the,0
9755,amount,0
9756,of,0
9757,time,0
9758,is,0
9759,fairly,0
9760,"arbitrary,",0
9761,but,0
9762,it,0
9763,is,0
9764,surely,0
9765,no,0
9766,higher,0
9767,than,0
9768,the,0
9769,server's,0
9770,lease,0
9771,time,0
9772,period,0
9773,<NULL>.,0
9775,Consider,0
9776,that,0
9777,leases,0
9778,need,0
9779,to,0
9780,be,0
9781,renewed,0
9782,before,0
9783,the,0
9784,lease,0
9785,time,0
9786,expires,0
9787,via,0
9788,an,0
9789,operation,0
9790,from,0
9791,the,0
9792,client,0
9793,<NULL>.,0
9795,If,0
9796,the,0
9797,client,0
9798,cannot,0
9799,issue,0
9800,a,0
9801,SETCLIENTID_CONFIRM,0
9802,after,0
9803,a,0
9804,SETCLIENTID,0
9805,before,0
9806,a,0
9807,period,0
9808,of,0
9809,time,0
9810,equal,0
9811,to,0
9812,a,0
9813,lease,0
9814,expiration,0
9815,"time,",0
9816,then,0
9817,the,0
9818,client,0
9819,is,0
9820,unlikely,0
9821,to,0
9822,be,0
9823,able,0
9824,to,0
9825,maintain,0
9826,state,0
9827,on,0
9828,the,0
9829,server,0
9830,during,0
9831,steady-state,0
9832,operation,0
9833,If,0
9834,the,0
9835,client,0
9836,does,0
9837,send,0
9838,a,0
9839,SETCLIENTID_CONFIRM,0
9840,for,0
9841,an,0
9842,unconfirmed,0
9843,record,0
9844,that,0
9845,the,0
9846,server,0
9847,has,0
9848,already,0
9849,"deleted,",0
9850,the,0
9851,client,0
9852,will,0
9853,get,0
9854,NFS4ERR_STALE_CLIENTID,0
9855,back,0
9856,<NULL>.,0
9858,If,0
9859,"so,",0
9860,the,0
9861,client,0
9862,should,0
9863,then,0
9864,start,0
9865,"over,",0
9866,and,0
9867,send,0
9868,SETCLIENTID,0
9869,to,0
9870,re-establish,0
9871,an,0
9872,unconfirmed,0
9873,client,0
9874,record,0
9875,and,0
9876,get,0
9877,back,0
9878,an,0
9879,unconfirmed,0
9880,client,0
9881,ID,0
9882,and,0
9883,setclientid_confirm,0
9884,verifier,0
9885,<NULL>.,0
9887,The,0
9888,client,0
9889,should,0
9890,then,0
9891,send,0
9892,the,0
9893,SETCLIENTID_CONFIRM,0
9894,to,0
9895,confirm,0
9896,the,0
9897,client,0
9898,ID,0
9899,SETCLIENTID_CONFIRM,0
9900,does,0
9901,not,0
9902,establish,0
9903,or,0
9904,renew,0
9905,a,0
9906,lease,0
9907,<NULL>.,0
9909,"However,",0
9910,if,0
9911,SETCLIENTID_CONFIRM,0
9912,removes,0
9913,relevant,0
9914,leased,0
9915,client,0
9916,"state,",0
9917,and,0
9918,that,0
9919,state,0
9920,does,0
9921,not,0
9922,include,0
9923,existing,0
9924,"delegations,",0
9925,the,0
9926,server,0
9927,MUST,0
9928,allow,0
9929,the,0
9930,client,0
9931,a,0
9932,period,0
9933,of,0
9934,time,0
9935,no,0
9936,less,0
9937,than,0
9938,the,0
9939,value,0
9940,of,0
9941,the,0
9942,lease_time,0
9943,"attribute,",0
9944,to,0
9945,reclaim,0
9946,(via,0
9947,the,0
9948,CLAIM_DELEGATE_PREV,0
9949,claim,0
9950,type,0
9951,of,0
9952,the,0
9953,OPEN,0
9954,operation),0
9955,its,0
9956,delegations,0
9957,before,0
9958,removing,0
9959,unreclaimed,0
9960,delegations,0
9961,16.12.4.,0
9963,The,0
9964,LOCKU,0
9965,operation,0
9966,unlocks,0
9967,the,0
9968,byte-range,0
9969,lock,0
9970,specified,0
9971,by,0
9972,the,0
9973,parameters,0
9974,<NULL>.,0
9976,The,0
9977,client,0
9978,may,0
9979,set,0
9980,the,0
9981,locktype,0
9982,field,0
9983,to,0
9984,any,0
9985,value,0
9986,that,0
9987,is,0
9988,legal,0
9989,for,0
9990,the,0
9991,nfs_lock_type4,0
9992,enumerated,0
9993,"type,",0
9994,and,0
9995,the,0
9996,server,0
9997,MUST,0
9998,accept,0
9999,any,0
10000,legal,0
10001,value,0
10002,for,0
10003,locktype,0
10004,<NULL>.,0
10006,Any,0
10007,legal,0
10008,value,0
10009,for,0
10010,locktype,0
10011,has,0
10012,no,0
10013,effect,0
10014,on,0
10015,the,0
10016,success,0
10017,or,0
10018,failure,0
10019,of,0
10020,the,0
10021,LOCKU,0
10022,operation,0
10023,The,0
10024,ranges,0
10025,are,0
10026,specified,0
10027,as,0
10028,for,0
10029,LOCK,0
10030,<NULL>.,0
10032,The,0
10033,NFS4ERR_INVAL,Value
10034,and,0
10035,NFS4ERR_BAD_RANGE,Value
10036,errors,0
10037,are,0
10038,returned,0
10039,under,0
10040,the,0
10041,same,0
10042,circumstances,0
10043,as,0
10045,for,0
10046,LOCK,0
10047,<NULL>,Variable
10048,On,0
10049,success,Value
10051,the,0
10052,current filehandle,Variable
10053,retains,0
10054,its,0
10055,value,Variable
10056,<NULL>,Variable
10057,16.12.5.,0
10059,If,0
10060,the,0
10061,area,0
10062,to,0
10063,be,0
10064,unlocked,0
10065,does,0
10066,not,0
10067,correspond,0
10068,exactly,0
10069,to,0
10070,a,0
10071,lock,0
10072,actually,0
10073,held,0
10074,by,0
10075,the,0
10076,"lock-owner,",0
10077,the,0
10078,server,0
10079,may,0
10080,return,0
10081,the,0
10082,error,0
10083,NFS4ERR_LOCK_RANGE,Value
10084,<NULL>,Variable
10087,This,0
10088,includes,0
10089,the,0
10090,cases,0
10091,where,0
10092,(1),0
10093,the,0
10094,area,0
10095,is,0
10096,not,0
10097,"locked,",0
10098,(2),0
10099,the,0
10100,area,0
10101,is,0
10102,a,0
10103,sub-range,0
10104,of,0
10105,the,0
10106,area,0
10107,"locked,",0
10108,(3),0
10109,it,0
10110,overlaps,0
10111,the,0
10112,area,0
10113,locked,0
10114,without,0
10115,matching,0
10116,"exactly,",0
10117,or,0
10118,(4),0
10119,the,0
10120,area,0
10121,specified,0
10122,includes,0
10123,multiple,0
10124,locks,0
10125,held,0
10126,by,0
10127,the,0
10128,lock-owner,0
10129,<NULL>.,0
10131,In,0
10132,all,0
10133,of,0
10134,these,0
10135,"cases,",0
10136,allowed,0
10137,by,0
10138,POSIX,0
10139,locking,0
10140,[fcntl],0
10141,"semantics,",0
10142,a,0
10143,client,0
10144,receiving,0
10145,this,0
10146,error,0
10147,"should,",0
10148,if,0
10149,it,0
10150,desires,0
10151,support,0
10152,for,0
10153,such,0
10154,"operations,",0
10155,simulate,0
10156,the,0
10157,operation,0
10158,using,0
10159,LOCKU,0
10160,on,0
10161,ranges,0
10162,corresponding,0
10163,to,0
10164,locks,0
10165,it,0
10166,actually,0
10167,"holds,",0
10168,possibly,0
10169,followed,0
10170,by,0
10171,LOCK,0
10172,requests,0
10173,for,0
10174,the,0
10175,sub-ranges,0
10176,not,0
10177,being,0
10178,unlocked,0
10179,When,0
10180,a,0
10181,client,Variable
10182,holds,0
10183,an,0
10184,OPEN_DELEGATE_WRITE,Value
10185,"delegation,",0
10186,it,0
10187,may,0
10188,choose,0
10189,(see,0
10190,Section,0
10191,16.10.5),0
10192,to,0
10193,handle,0
10194,LOCK,0
10195,requests,0
10196,locally,0
10197,<NULL>.,0
10199,In,0
10200,such,0
10201,a,0
10202,"case,",0
10203,LOCKU,0
10204,requests,0
10205,will,0
10206,similarly,0
10207,be,0
10208,handled,0
10209,locally,0
10210,16.31.4.,0
10212,The,0
10213,SECINFO,0
10214,operation,0
10215,is,0
10216,used,0
10217,by,0
10218,the,0
10219,client,0
10220,to,0
10221,obtain,0
10222,a,0
10223,list,0
10224,of,0
10225,valid,0
10226,RPC,0
10227,authentication,0
10228,flavors,0
10229,for,0
10230,a,0
10231,specific,0
10232,directory,0
10233,"filehandle,",0
10234,filename,0
10235,pair,0
10236,<NULL>.,0
10238,SECINFO,0
10239,should,0
10240,apply,0
10241,the,0
10242,same,0
10243,access,0
10244,methodology,0
10245,used,0
10246,for,0
10247,LOOKUP,0
10248,when,0
10249,evaluating,0
10250,the,0
10251,name,0
10252,<NULL>.,0
10254,"Therefore,",0
10255,if,0
10256,the,0
10257,requester,0
10258,does,0
10259,not,0
10260,have,0
10261,the,0
10262,appropriate,0
10263,access,0
10264,to,0
10265,perform,0
10266,a,0
10267,LOOKUP,0
10268,for,0
10269,the,0
10270,"name,",0
10271,then,0
10272,SECINFO,0
10273,must,0
10274,behave,0
10275,the,0
10276,same,0
10277,way,0
10278,and,0
10279,return,0
10280,NFS4ERR_ACCESS,Value
10281,<NULL>,Variable
10282,The,0
10283,result,0
10284,will,0
10285,contain,0
10286,an,0
10287,array,0
10288,that,0
10289,represents,0
10290,the,0
10291,security,0
10292,mechanisms,0
10293,"available,",0
10294,with,0
10295,an,0
10296,order,0
10297,corresponding,0
10298,to,0
10299,the,0
10300,server's,0
10301,"preferences,",0
10302,the,0
10303,most,0
10304,preferred,0
10305,being,0
10306,first,0
10307,in,0
10308,the,0
10309,array,0
10310,<NULL>.,0
10312,The,0
10313,client,0
10314,is,0
10315,free,0
10316,to,0
10317,pick,0
10318,whatever,0
10319,security,0
10320,mechanism,0
10321,it,0
10322,both,0
10323,desires,0
10324,and,0
10325,"supports,",0
10326,or,0
10327,to,0
10328,pick,0
10329,--,0
10330,in,0
10331,the,0
10332,server's,0
10333,preference,0
10334,order,0
10335,--,0
10336,the,0
10337,first,0
10338,one,0
10339,it,0
10340,supports,0
10341,<NULL>.,0
10343,The,0
10344,array,0
10345,entries,0
10346,are,0
10347,represented,0
10348,by,0
10349,the,0
10350,secinfo4,0
10351,structure,0
10352,<NULL>.,0
10354,The,0
10355,field,0
10356,'flavor',0
10357,will,0
10358,contain,0
10359,a,0
10360,value,0
10361,of,0
10362,"AUTH_NONE,",0
10363,AUTH_SYS,0
10364,(as,0
10365,defined,0
10366,in,0
10367,"[RFC5531]),",0
10368,or,0
10369,RPCSEC_GSS,0
10370,(as,0
10371,defined,0
10372,in,0
10373,[RFC2203]),0
10374,For,0
10375,the,0
10376,flavors,0
10377,AUTH_NONE,0
10378,and,0
10379,"AUTH_SYS,",0
10380,no,0
10381,additional,0
10382,security,0
10383,information,0
10384,is,0
10385,returned,0
10386,<NULL>.,0
10388,For,0
10389,a,0
10390,return,0
10391,value,0
10392,of,0
10393,"RPCSEC_GSS,",0
10394,a,0
10395,security,0
10396,triple,0
10397,is,0
10398,returned,0
10399,that,0
10400,contains,0
10401,the,0
10402,mechanism,0
10403,object,0
10404,id,0
10405,(as,0
10406,defined,0
10407,in,0
10408,"[RFC2743]),",0
10409,the,0
10410,quality,0
10411,of,0
10412,protection,0
10413,(as,0
10414,defined,0
10415,in,0
10416,"[RFC2743]),",0
10417,and,0
10418,the,0
10419,service,0
10420,type,0
10421,(as,0
10422,defined,0
10423,in,0
10424,[RFC2203]),0
10425,<NULL>.,0
10427,It,0
10428,is,0
10429,possible,0
10430,for,0
10431,SECINFO,0
10432,to,0
10433,return,0
10434,multiple,0
10435,entries,0
10436,with,0
10437,flavor,0
10438,equal,0
10439,to,0
10440,"RPCSEC_GSS,",0
10441,with,0
10442,different,0
10443,security,0
10444,triple,0
10445,values,0
10446,On,0
10447,success,Value
10449,the,0
10450,current filehandle,Variable
10451,retains,0
10452,its,0
10453,value,Variable
10454,<NULL>,Variable
10455,If,0
10456,the,0
10457,name,0
10458,has,0
10459,a,0
10460,length,0
10461,of,0
10462,0,0
10463,"(zero),",0
10464,or,0
10465,if,0
10466,the,0
10467,name,0
10468,does,0
10469,not,0
10470,obey,0
10471,the,0
10472,UTF-8,0
10473,"definition,",0
10474,the,0
10475,error,0
10476,NFS4ERR_INVAL,0
10477,will,0
10478,be,0
10479,returned,0
10480,16.31.5.,0
10482,The,0
10483,SECINFO,0
10484,operation,0
10485,is,0
10486,expected,0
10487,to,0
10488,be,0
10489,used,0
10490,by,0
10491,the,0
10492,NFS,0
10493,client,0
10494,when,0
10495,the,0
10496,error,0
10497,value,0
10498,of,0
10499,NFS4ERR_WRONGSEC,0
10500,is,0
10501,returned,0
10502,from,0
10503,another,0
10504,NFS,0
10505,operation,0
10506,<NULL>.,0
10508,This,0
10509,signifies,0
10510,to,0
10511,the,0
10512,client,0
10513,that,0
10514,the,0
10515,server's,0
10516,security,0
10517,policy,0
10518,is,0
10519,different,0
10520,from,0
10521,what,0
10522,the,0
10523,client,0
10524,is,0
10525,currently,0
10526,using,0
10527,<NULL>.,0
10529,At,0
10530,this,0
10531,"point,",0
10532,the,0
10533,client,0
10534,is,0
10535,expected,0
10536,to,0
10537,obtain,0
10538,a,0
10539,list,0
10540,of,0
10541,possible,0
10542,security,0
10543,flavors,0
10544,and,0
10545,choose,0
10546,what,0
10547,best,0
10548,suits,0
10549,its,0
10550,policies,0
10551,As,0
10552,"mentioned,",0
10553,the,0
10554,server's,0
10555,security,0
10556,policies,0
10557,will,0
10558,determine,0
10559,when,0
10560,a,0
10561,client,0
10562,request,0
10563,receives,0
10564,NFS4ERR_WRONGSEC,0
10565,<NULL>.,0
10567,The,0
10568,operations,0
10569,that,0
10570,may,0
10571,receive,0
10572,this,0
10573,error,0
10574,are,0
10575,"LINK,",0
10576,"LOOKUP,",0
10577,"LOOKUPP,",0
10578,"OPEN,",0
10579,"PUTFH,",0
10580,"PUTPUBFH,",0
10581,"PUTROOTFH,",0
10582,"RENAME,",0
10583,"RESTOREFH,",0
10584,"and,",0
10585,"indirectly,",0
10586,READDIR,0
10587,<NULL>.,0
10589,LINK,0
10590,and,0
10591,RENAME,0
10592,will,0
10593,only,0
10594,receive,0
10595,this,0
10596,error,0
10597,if,0
10598,the,0
10599,security,0
10600,used,0
10601,for,0
10602,the,0
10603,operation,0
10604,is,0
10605,inappropriate,0
10606,for,0
10607,the,0
10608,saved,0
10609,filehandle,0
10610,<NULL>.,0
10612,With,0
10613,the,0
10614,exception,0
10615,of,0
10616,"READDIR,",0
10617,these,0
10618,operations,0
10619,represent,0
10620,the,0
10621,point,0
10622,at,0
10623,which,0
10624,the,0
10625,client,0
10626,can,0
10627,instantiate,0
10628,a,0
10629,filehandle,0
10630,into,0
10631,the,0
10632,current,0
10633,filehandle,0
10634,at,0
10635,the,0
10636,server,0
10637,<NULL>.,0
10639,The,0
10640,filehandle,0
10641,is,0
10642,either,0
10643,provided,0
10644,by,0
10645,the,0
10646,client,0
10647,"(PUTFH,",0
10648,"PUTPUBFH,",0
10649,PUTROOTFH),0
10650,or,0
10651,generated,0
10652,as,0
10653,a,0
10654,result,0
10655,of,0
10656,a,0
10657,name-to-filehandle,0
10658,translation,0
10659,(LOOKUP,0
10660,and,0
10661,OPEN),0
10662,<NULL>.,0
10664,RESTOREFH,0
10665,is,0
10666,different,0
10667,because,0
10668,the,0
10669,filehandle,0
10670,is,0
10671,a,0
10672,result,0
10673,of,0
10674,a,0
10675,previous,0
10676,SAVEFH,0
10677,<NULL>.,0
10679,Even,0
10680,though,0
10681,the,0
10682,"filehandle,",0
10683,for,0
10684,"RESTOREFH,",0
10685,might,0
10686,have,0
10687,previously,0
10688,passed,0
10689,the,0
10690,server's,0
10691,inspection,0
10692,for,0
10693,a,0
10694,security,0
10695,"match,",0
10696,the,0
10697,server,0
10698,will,0
10699,check,0
10700,it,0
10701,again,0
10702,on,0
10703,RESTOREFH,0
10704,to,0
10705,ensure,0
10706,that,0
10707,the,0
10708,security,0
10709,policy,0
10710,has,0
10711,not,0
10712,changed,0
10713,If,0
10714,the,0
10715,client,0
10716,wants,0
10717,to,0
10718,resolve,0
10719,an,0
10720,error,0
10721,return,0
10722,of,0
10723,"NFS4ERR_WRONGSEC,",0
10724,the,0
10725,following,0
10726,will,0
10727,o,0
10729,For,0
10730,LOOKUP,0
10731,and,0
10732,"OPEN,",0
10733,the,0
10734,client,0
10735,will,0
10736,use,0
10737,SECINFO,0
10738,with,0
10739,the,0
10740,same,0
10741,current,0
10742,filehandle,0
10743,and,0
10744,name,0
10745,as,0
10746,provided,0
10747,in,0
10748,the,0
10749,original,0
10750,LOOKUP,0
10751,or,0
10752,OPEN,0
10753,to,0
10754,enumerate,0
10755,the,0
10756,available,0
10757,security,0
10758,triples,0
10759,o,0
10761,For,0
10762,"LINK,",0
10763,"PUTFH,",0
10764,"RENAME,",0
10765,and,0
10766,"RESTOREFH,",0
10767,the,0
10768,client,0
10769,will,0
10770,use,0
10771,SECINFO,0
10772,and,0
10773,provide,0
10774,the,0
10775,parent,0
10776,directory,0
10777,filehandle,0
10778,and,0
10779,the,0
10780,object,0
10781,name,0
10782,that,0
10783,corresponds,0
10784,to,0
10785,the,0
10786,filehandle,0
10787,originally,0
10788,provided,0
10789,by,0
10790,the,0
10791,PUTFH,0
10792,or,0
10793,"RESTOREFH,",0
10794,"or,",0
10795,for,0
10796,LINK,0
10797,and,0
10798,"RENAME,",0
10799,the,0
10800,SAVEFH,0
10801,o,0
10803,For,0
10804,"LOOKUPP,",0
10805,"PUTROOTFH,",0
10806,and,0
10807,"PUTPUBFH,",0
10808,the,0
10809,client,0
10810,will,0
10811,be,0
10812,unable,0
10813,to,0
10814,use,0
10815,the,0
10816,SECINFO,0
10817,operation,0
10818,since,0
10819,SECINFO,0
10820,requires,0
10821,a,0
10822,current,0
10823,filehandle,0
10824,and,0
10825,none,0
10826,exist,0
10827,for,0
10828,these,0
10829,three,0
10830,operations,0
10831,<NULL>.,0
10833,"Therefore,",0
10834,the,0
10835,client,0
10836,must,0
10837,iterate,0
10838,through,0
10839,the,0
10840,security,0
10841,triples,0
10842,available,0
10843,at,0
10844,the,0
10845,client,0
10846,and,0
10847,re-attempt,0
10848,the,0
10849,PUTROOTFH,0
10850,or,0
10851,PUTPUBFH,0
10852,operation,0
10853,<NULL>.,0
10855,In,0
10856,the,0
10857,unfortunate,0
10858,event,0
10859,that,0
10860,none,0
10861,of,0
10862,the,0
10863,MANDATORY,0
10864,security,0
10865,triples,0
10866,are,0
10867,supported,0
10868,by,0
10869,the,0
10870,client,0
10871,and,0
10872,"server,",0
10873,the,0
10874,client,0
10875,SHOULD,0
10876,try,0
10877,using,0
10878,others,0
10879,that,0
10880,support,0
10881,integrity,0
10882,<NULL>.,0
10884,Failing,0
10885,"that,",0
10886,the,0
10887,client,0
10888,can,0
10889,try,0
10890,using,0
10891,"AUTH_NONE,",0
10892,but,0
10893,because,0
10894,such,0
10895,forms,0
10896,lack,0
10897,integrity,0
10898,"checks,",0
10899,this,0
10900,puts,0
10901,the,0
10902,client,0
10903,at,0
10904,risk,0
10905,<NULL>.,0
10907,"Nonetheless,",0
10908,the,0
10909,server,0
10910,SHOULD,0
10911,allow,0
10912,the,0
10913,client,0
10914,to,0
10915,use,0
10916,whatever,0
10917,security,0
10918,form,0
10919,the,0
10920,client,0
10921,requests,0
10922,and,0
10923,the,0
10924,server,0
10925,"supports,",0
10926,since,0
10927,the,0
10928,risks,0
10929,of,0
10930,doing,0
10931,so,0
10932,are,0
10933,on,0
10934,the,0
10935,client,0
10936,The,0
10937,READDIR,0
10938,operation,0
10939,will,0
10940,not,0
10941,directly,0
10942,return,0
10943,the,0
10944,NFS4ERR_WRONGSEC,0
10945,error,0
10946,<NULL>.,0
10948,"However,",0
10949,if,0
10950,the,0
10951,READDIR,0
10952,request,0
10953,included,0
10954,a,0
10955,request,0
10956,for,0
10957,"attributes,",0
10958,it,0
10959,is,0
10960,possible,0
10961,that,0
10962,the,0
10963,READDIR,0
10964,request's,0
10965,security,0
10966,triple,0
10967,does,0
10968,not,0
10969,match,0
10970,that,0
10971,of,0
10972,a,0
10973,directory,0
10974,entry,0
10975,<NULL>.,0
10977,If,0
10978,this,0
10979,is,0
10980,the,0
10981,case,0
10982,and,0
10983,the,0
10984,client,0
10985,has,0
10986,requested,0
10987,the,0
10988,rdattr_error,0
10989,"attribute,",0
10990,the,0
10991,server,0
10992,will,0
10993,return,0
10994,the,0
10995,NFS4ERR_WRONGSEC,0
10996,error,0
10997,in,0
10998,rdattr_error,0
10999,for,0
11000,the,0
11001,entry,0
11002,Note,0
11003,that,0
11004,a,0
11005,server,0
11006,MAY,0
11007,use,0
11008,the,0
11009,AUTH_NONE,0
11010,flavor,0
11011,to,0
11012,signify,0
11013,that,0
11014,the,0
11015,client,0
11016,is,0
11017,allowed,0
11018,to,0
11019,attempt,0
11020,to,0
11021,use,0
11022,authentication,0
11023,flavors,0
11024,that,0
11025,are,0
11026,not,0
11027,explicitly,0
11028,listed,0
11029,in,0
11030,the,0
11031,SECINFO,0
11032,results,0
11033,<NULL>.,0
11035,Instead,0
11036,of,0
11037,using,0
11038,a,0
11039,listed,0
11040,"flavor,",0
11041,the,0
11042,client,0
11043,might,0
11044,"then,",0
11045,for,0
11046,"instance,",0
11047,opt,0
11048,to,0
11049,use,0
11050,an,0
11051,otherwise,0
11052,unlisted,0
11053,RPCSEC_GSS,0
11054,mechanism,0
11055,instead,0
11056,of,0
11057,AUTH_NONE,0
11058,<NULL>.,0
11060,It,0
11061,may,0
11062,wish,0
11063,to,0
11064,do,0
11065,so,0
11066,in,0
11067,order,0
11068,to,0
11069,meet,0
11070,an,0
11071,application,0
11072,requirement,0
11073,for,0
11074,data,0
11075,integrity,0
11076,or,0
11077,privacy,0
11078,<NULL>.,0
11080,In,0
11081,choosing,0
11082,to,0
11083,use,0
11084,an,0
11085,unlisted,0
11086,"flavor,",0
11087,the,0
11088,client,0
11089,SHOULD,0
11090,always,0
11091,be,0
11092,prepared,0
11093,to,0
11094,handle,0
11095,a,0
11096,failure,0
11097,by,0
11098,falling,0
11099,back,0
11100,to,0
11101,using,0
11102,AUTH_NONE,0
11103,or,0
11104,another,0
11105,listed,0
11106,flavor,0
11107,<NULL>.,0
11109,It,0
11110,cannot,0
11111,assume,0
11112,that,0
11113,identity,0
11114,mapping,0
11115,is,0
11116,supported,0
11117,and,0
11118,should,0
11119,be,0
11120,prepared,0
11121,for,0
11122,the,0
11123,fact,0
11124,that,0
11125,its,0
11126,identity,0
11127,is,0
11128,squashed,0
11129,See,0
11130,Section,0
11131,19,0
11132,for,0
11133,a,0
11134,discussion,0
11135,on,0
11136,the,0
11137,recommendations,0
11138,for,0
11139,security,0
11140,flavors,0
11141,used,0
11142,by,0
11143,SECINFO,0
11144,16.18.4.,0
11146,This,0
11147,operation,0
11148,is,0
11149,used,0
11150,to,0
11151,confirm,0
11152,the,0
11153,sequence,0
11154,id,0
11155,usage,0
11156,for,0
11157,the,0
11158,first,0
11159,time,0
11160,that,0
11161,an,0
11162,open-owner,0
11163,is,0
11164,used,0
11165,by,0
11166,a,0
11167,client,0
11168,<NULL>.,0
11170,The,0
11171,stateid,0
11172,returned,0
11173,from,0
11174,the,0
11175,OPEN,0
11176,operation,0
11177,is,0
11178,used,0
11179,as,0
11180,the,0
11181,argument,0
11182,for,0
11183,this,0
11184,operation,0
11185,along,0
11186,with,0
11187,the,0
11188,next,0
11189,sequence,0
11190,id,0
11191,for,0
11192,the,0
11193,open-owner,0
11194,<NULL>.,0
11196,The,0
11197,sequence,0
11198,id,0
11199,passed,0
11200,to,0
11201,the,0
11202,OPEN_CONFIRM,0
11203,must,0
11204,be,0
11205,1,0
11206,(one),0
11207,greater,0
11208,than,0
11209,the,0
11210,seqid,0
11211,passed,0
11212,to,0
11213,the,0
11214,OPEN,0
11215,operation,0
11216,(Section,0
11217,9.1.4),0
11218,<NULL>.,0
11220,If,0
11221,the,0
11222,server,0
11223,receives,0
11224,an,0
11225,unexpected,0
11226,sequence,0
11227,id,0
11228,with,0
11229,respect,0
11230,to,0
11231,the,0
11232,original,0
11233,"OPEN,",0
11234,then,0
11235,the,0
11236,server,0
11237,assumes,0
11238,that,0
11239,the,0
11240,client,0
11241,will,0
11242,not,0
11243,confirm,0
11244,the,0
11245,original,0
11246,OPEN,0
11247,and,0
11248,all,0
11249,state,0
11250,associated,0
11251,with,0
11252,the,0
11253,original,0
11254,OPEN,0
11255,is,0
11256,released,0
11257,by,0
11258,the,0
11259,server,0
11260,On,0
11261,"success,",0
11262,the,0
11263,current,0
11264,filehandle,0
11265,retains,0
11266,its,0
11267,value,0
11268,16.18.5.,0
11270,A,0
11271,given,0
11272,client,0
11273,might,0
11274,generate,0
11275,many,0
11276,open_owner4,0
11277,data,0
11278,structures,0
11279,for,0
11280,a,0
11281,given,0
11282,client,0
11283,ID,0
11284,<NULL>.,0
11286,The,0
11287,client,0
11288,will,0
11289,periodically,0
11290,either,0
11291,dispose,0
11292,of,0
11293,its,0
11294,open_owner4s,0
11295,or,0
11296,stop,0
11297,using,0
11298,them,0
11299,for,0
11300,indefinite,0
11301,periods,0
11302,of,0
11303,time,0
11304,<NULL>.,0
11306,The,0
11307,latter,0
11308,situation,0
11309,is,0
11310,why,0
11311,the,0
11312,NFSv4,0
11313,protocol,0
11314,does,0
11315,not,0
11316,have,0
11317,an,0
11318,explicit,0
11319,operation,0
11320,to,0
11321,exit,0
11322,an,0
11323,open_owner4:,0
11324,such,0
11325,an,0
11326,operation,0
11327,is,0
11328,of,0
11329,no,0
11330,use,0
11331,in,0
11332,that,0
11333,situation,0
11334,<NULL>.,0
11336,"Instead,",0
11337,to,0
11338,avoid,0
11339,unbounded,0
11340,memory,0
11341,"use,",0
11342,the,0
11343,server,0
11344,needs,0
11345,to,0
11346,implement,0
11347,a,0
11348,strategy,0
11349,for,0
11350,disposing,0
11351,of,0
11352,open_owner4s,0
11353,that,0
11354,have,0
11355,no,0
11356,current,0
11357,open,0
11358,state,0
11359,for,0
11360,any,0
11361,files,0
11362,and,0
11363,have,0
11364,not,0
11365,been,0
11366,used,0
11367,recently,0
11368,<NULL>.,0
11369,The,0
11370,time,0
11371,period,0
11372,used,0
11373,to,0
11374,determine,0
11375,when,0
11376,to,0
11377,dispose,0
11378,of,0
11379,open_owner4s,0
11380,is,0
11381,an,0
11382,implementation,0
11383,choice,0
11384,<NULL>.,0
11386,The,0
11387,time,0
11388,period,0
11389,should,0
11390,certainly,0
11391,be,0
11392,no,0
11393,less,0
11394,than,0
11395,the,0
11396,lease,0
11397,time,0
11398,plus,0
11399,any,0
11400,grace,0
11401,period,0
11402,the,0
11403,server,0
11404,wishes,0
11405,to,0
11406,implement,0
11407,beyond,0
11408,a,0
11409,lease,0
11410,time,0
11411,<NULL>.,0
11413,The,0
11414,OPEN_CONFIRM,0
11415,operation,0
11416,allows,0
11417,the,0
11418,server,0
11419,to,0
11420,safely,0
11421,dispose,0
11422,of,0
11423,unused,0
11424,open_owner4,0
11425,data,0
11426,structures,0
11427,In,0
11428,the,0
11429,case,0
11430,that,0
11431,a,0
11432,client,0
11433,issues,0
11434,an,0
11435,OPEN,0
11436,operation,0
11437,and,0
11438,the,0
11439,server,0
11440,no,0
11441,longer,0
11442,has,0
11443,a,0
11444,record,0
11445,of,0
11446,the,0
11447,"open_owner4,",0
11448,the,0
11449,server,0
11450,needs,0
11451,to,0
11452,ensure,0
11453,that,0
11454,this,0
11455,is,0
11456,a,0
11457,new,0
11458,OPEN,0
11459,and,0
11460,not,0
11461,a,0
11462,replay,0
11463,or,0
11464,retransmission,0
11465,Servers,0
